# STATION 
# START_TIME 2023-04-18T15:21:14.000000Z
# SAMPING_FREQ 10.0
# NDAT 26070
# time [s],f004,f005,f006,f007
8.400000000000000355e+00,-1.809744101247636536e+03,-1.786752436718143144e+02,-1.103020703946214780e+03,-3.580235360211347029e+02
8.500000000000000000e+00,-1.812165876258998878e+03,-1.753076450868732934e+02,-1.102592410539939692e+03,-3.537543609868594103e+02
8.599999999999999645e+00,-1.815738325595755896e+03,-1.724155000460262386e+02,-1.109212225083697376e+03,-3.534573563625887118e+02
8.699999999999999289e+00,-1.818938113128702753e+03,-1.759257010398455634e+02,-1.107675357806697775e+03,-3.561239103996471727e+02
8.800000000000000711e+00,-1.815665750756682201e+03,-1.821558556683484085e+02,-1.097255591927233809e+03,-3.606732672447960795e+02
8.900000000000000355e+00,-1.810532869828128923e+03,-1.822523912806736917e+02,-1.097846555930648265e+03,-3.591646353134736955e+02
9.000000000000000000e+00,-1.809430470999454428e+03,-1.766295217832172284e+02,-1.103243432982692411e+03,-3.490575670236737551e+02
9.099999999999999645e+00,-1.807589836091874076e+03,-1.744803963614353677e+02,-1.100162377427614956e+03,-3.464861618017214937e+02
9.199999999999999289e+00,-1.805798669537267642e+03,-1.758443273812032430e+02,-1.099013343911190532e+03,-3.559896887129062861e+02
9.300000000000000711e+00,-1.808154748634280622e+03,-1.732838815060708839e+02,-1.103886791219639917e+03,-3.597827657395288270e+02
9.400000000000000355e+00,-1.807925082543098142e+03,-1.707130567442244455e+02,-1.105687728856009926e+03,-3.544748686011475911e+02
9.500000000000000000e+00,-1.805138925787647622e+03,-1.721724491420039840e+02,-1.105719567991115127e+03,-3.529294973703522373e+02
9.599999999999999645e+00,-1.808216465222695660e+03,-1.733429188120640561e+02,-1.108841761328276789e+03,-3.540968291712738960e+02
9.699999999999999289e+00,-1.817171901300219588e+03,-1.827330761287923337e+02,-1.111232147004361877e+03,-3.528152454473009811e+02
9.800000000000000711e+00,-1.830048160929831283e+03,-2.012026493950327222e+02,-1.110101005555959318e+03,-3.571046999955713659e+02
9.900000000000000355e+00,-1.834020534175319199e+03,-1.996988238683558734e+02,-1.107909522253832620e+03,-3.661799024616112774e+02
1.000000000000000000e+01,-1.817786910716689363e+03,-1.749632452007018628e+02,-1.107696667725968382e+03,-3.645424841200651827e+02
1.009999999999999964e+01,-1.803896391433108420e+03,-1.635355853897378893e+02,-1.110261778213718344e+03,-3.559120671446399342e+02
1.019999999999999929e+01,-1.804031650321653842e+03,-1.705059809232919861e+02,-1.111545197049471199e+03,-3.570719082593118401e+02
1.030000000000000071e+01,-1.803635291754871787e+03,-1.722071840946080670e+02,-1.109286370335060610e+03,-3.606351828008447455e+02
1.040000000000000036e+01,-1.808002992320990415e+03,-1.719465748518236126e+02,-1.107194935922516152e+03,-3.556046556532779732e+02
1.050000000000000000e+01,-1.821436556921401916e+03,-1.838787657476653976e+02,-1.106642064317747554e+03,-3.522541175948445016e+02
1.059999999999999964e+01,-1.834894286414157932e+03,-2.029679310772141889e+02,-1.107088214564386817e+03,-3.562793058135645197e+02
1.069999999999999929e+01,-1.843904105903386380e+03,-2.105488011813858691e+02,-1.109955773579860079e+03,-3.600110620712680429e+02
